,playerId,name,team,position,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
41,8470320,Cam Ward,CAR,G,46,155176.0,137.86,117.0,2509.0,99.12,110.0,301.61,266.0,1384.42,1371.0,38.91,34.0,752.99,645.0,562.47,713.0,132.67,1326.0,447.0,126.0,41.17,53.95,42.73,32.0,43.0,42.0,610.0,0.0,0.0
46,8460712,Tomas Vokoun,FLA,G,63,221701.0,180.26,157.0,3862.0,139.18,150.0,450.49,466.0,2036.47,2082.0,54.91,47.0,1132.41,897.0,868.32,1106.0,173.51,2197.0,465.0,174.0,64.72,54.65,60.9,49.0,37.0,71.0,1026.0,0.0,0.0
51,8475361,Jonas Gustavsson,TOR,G,42,140376.0,102.18,112.0,2202.0,78.52,59.0,253.22,212.0,1156.07,1146.0,40.06,33.0,648.28,567.0,493.0,630.0,97.86,1176.0,354.0,82.0,33.39,41.01,27.78,38.0,39.0,35.0,590.0,2.0,1.0
56,8473975,Erik Ersberg,L.A,G,11,33061.0,22.9,22.0,429.0,16.53,25.0,54.3,51.0,240.37,234.0,9.46,7.0,129.08,95.0,101.09,130.0,21.66,243.0,65.0,24.0,7.3,8.01,7.58,9.0,7.0,6.0,97.0,0.0,0.0
61,8466141,Roberto Luongo,VAN,G,68,231582.0,165.06,167.0,3421.0,129.59,90.0,414.31,484.0,1867.6,1915.0,64.27,53.0,1053.7,791.0,786.17,1007.0,159.72,1984.0,487.0,140.0,57.49,59.12,48.45,49.0,64.0,54.0,810.0,0.0,0.0
66,8471227,Devan Dubnyk,EDM,G,19,64526.0,56.37,64.0,1144.0,43.19,35.0,135.58,131.0,612.27,579.0,15.79,13.0,347.77,315.0,247.89,287.0,54.18,629.0,180.0,41.0,19.03,21.83,15.5,21.0,26.0,17.0,294.0,0.0,0.0
71,8471186,Yann Danis,N.J,G,12,28039.0,19.7,16.0,411.0,14.08,16.0,49.02,40.0,217.09,207.0,6.92,10.0,117.99,92.0,96.07,135.0,19.23,212.0,75.0,17.0,6.08,8.86,4.76,5.0,4.0,7.0,107.0,0.0,0.0
76,8469608,Mike Smith,T.B,G,42,136053.0,107.62,117.0,2074.0,78.76,80.0,246.34,274.0,1121.6,1165.0,34.44,31.0,620.01,471.0,474.13,584.0,103.44,1139.0,319.0,105.0,35.63,37.38,34.61,34.0,40.0,43.0,511.0,14.0,7.0
81,8462161,Brent Johnson,PIT,G,23,66488.0,51.03,51.0,999.0,36.93,48.0,119.91,100.0,538.03,541.0,19.18,20.0,288.72,217.0,220.12,303.0,49.41,545.0,141.0,48.0,16.24,17.8,16.98,13.0,19.0,19.0,265.0,0.0,0.0
86,8469732,Joey MacDonald,TOR,G,6,19129.0,12.31,17.0,299.0,11.02,9.0,35.8,29.0,161.82,157.0,5.84,13.0,89.45,75.0,68.31,89.0,12.07,178.0,33.0,11.0,4.79,4.04,3.48,4.0,6.0,7.0,77.0,0.0,0.0
91,8471781,Jeremy Duchesne,PHI,G,1,1004.0,0.27,1.0,6.0,0.2,0.0,0.59,1.0,2.88,4.0,0.43,1.0,1.71,1.0,1.16,1.0,0.27,2.0,2.0,0.0,0.06,0.2,0.0,1.0,0.0,0.0,2.0,0.0,0.0
96,8473461,Steve Mason,CBJ,G,57,188418.0,127.82,163.0,2818.0,104.78,88.0,350.11,257.0,1559.17,1614.0,44.64,51.0,884.37,783.0,658.53,820.0,123.95,1706.0,359.0,111.0,46.36,42.75,38.7,59.0,59.0,45.0,642.0,2.0,1.0
101,8460535,Jose Theodore,WSH,G,47,155138.0,126.82,121.0,2442.0,96.14,100.0,289.71,281.0,1327.65,1352.0,41.95,44.0,737.03,593.0,551.11,710.0,121.31,1339.0,386.0,119.0,40.48,45.73,40.6,34.0,42.0,45.0,598.0,0.0,0.0
106,8467913,Alex Auld,NYR,G,24,77912.0,50.81,64.0,1162.0,41.9,28.0,137.53,125.0,625.39,610.0,20.14,19.0,354.18,289.0,274.67,358.0,49.57,701.0,142.0,36.0,21.93,16.92,11.96,21.0,31.0,12.0,283.0,2.0,1.0
111,8470216,Josh Harding,MIN,G,25,78011.0,56.34,66.0,1222.0,44.6,44.0,148.1,177.0,655.73,692.0,18.74,22.0,369.23,287.0,276.51,320.0,54.41,698.0,176.0,42.0,21.6,20.97,13.77,22.0,33.0,11.0,306.0,4.0,2.0
116,8471715,Ondrej Pavelec,ATL,G,42,138755.0,127.65,127.0,2335.0,93.44,104.0,285.58,287.0,1298.37,1353.0,33.22,21.0,721.99,617.0,524.36,622.0,120.97,1285.0,380.0,129.0,37.93,46.66,43.05,35.0,48.0,44.0,541.0,0.0,0.0
121,8459140,Nikolai Khabibulin,EDM,G,18,65347.0,52.6,55.0,1095.0,38.15,38.0,126.87,108.0,557.52,602.0,13.64,14.0,314.16,276.0,233.2,321.0,50.73,608.0,160.0,48.0,17.82,19.56,15.23,20.0,17.0,18.0,279.0,4.0,2.0
126,8469548,Ray Emery,PHI,G,29,101013.0,79.69,74.0,1515.0,53.53,59.0,171.63,182.0,786.92,784.0,28.84,29.0,423.75,339.0,329.44,402.0,76.16,804.0,187.0,93.0,22.77,22.76,34.17,19.0,18.0,37.0,431.0,2.0,1.0
131,8471239,Cory Schneider,VAN,G,2,4722.0,6.05,5.0,94.0,4.3,7.0,13.91,25.0,61.55,59.0,1.85,1.0,32.57,24.0,25.26,21.0,5.8,55.0,20.0,9.0,1.49,2.4,2.17,1.0,2.0,2.0,10.0,0.0,0.0
136,8460612,Marty Turco,DAL,G,52,181071.0,136.43,137.0,2925.0,109.27,113.0,362.57,319.0,1608.57,1583.0,49.05,38.0,895.78,754.0,674.32,861.0,130.86,1742.0,370.0,118.0,49.43,44.24,42.76,48.0,42.0,47.0,695.0,10.0,5.0
141,8469658,Cristobal Huet,CHI,G,48,163800.0,97.27,114.0,2072.0,74.5,72.0,240.55,216.0,1078.83,1083.0,48.73,43.0,596.39,454.0,444.77,607.0,94.17,1097.0,304.0,88.0,33.09,37.65,26.53,46.0,36.0,32.0,583.0,4.0,2.0
146,8473607,Michal Neuvirth,WSH,G,17,52333.0,40.97,40.0,844.0,32.24,29.0,104.09,154.0,459.22,464.0,16.73,8.0,259.0,195.0,192.48,215.0,39.63,479.0,124.0,41.0,14.69,14.71,11.57,16.0,10.0,14.0,200.0,0.0,0.0
151,8473523,Jhonas Enroth,BUF,G,1,3498.0,2.83,4.0,47.0,2.1,3.0,7.07,8.0,32.18,37.0,0.84,0.0,17.08,8.0,14.91,20.0,2.71,32.0,11.0,2.0,0.81,1.48,0.53,2.0,1.0,1.0,2.0,0.0,0.0
156,8469461,Pascal Leclaire,OTT,G,34,104688.0,76.2,93.0,1567.0,58.41,64.0,188.76,165.0,832.55,822.0,26.72,32.0,461.69,364.0,335.51,437.0,72.71,883.0,179.0,85.0,25.84,21.44,28.92,33.0,29.0,31.0,420.0,2.0,1.0
161,8469152,Ty Conklin,STL,G,26,87071.0,64.85,60.0,1350.0,51.82,38.0,167.55,189.0,753.05,764.0,23.58,20.0,425.73,348.0,314.54,389.0,62.61,774.0,233.0,42.0,24.13,27.41,13.3,27.0,21.0,12.0,301.0,4.0,2.0
166,8470860,Jaroslav Halak,MTL,G,45,157796.0,124.58,105.0,2612.0,95.51,101.0,312.72,293.0,1397.4,1386.0,40.88,43.0,768.4,604.0,585.73,792.0,118.4,1446.0,363.0,122.0,39.94,43.9,40.74,28.0,41.0,36.0,681.0,0.0,0.0
171,8474488,Matt Climie,DAL,G,1,3600.0,3.2,5.0,63.0,2.75,1.0,7.38,9.0,36.55,38.0,1.04,0.0,20.02,17.0,16.54,17.0,3.12,33.0,17.0,1.0,1.08,1.89,0.23,0.0,4.0,1.0,12.0,0.0,0.0
176,8462052,Brian Boucher,PHI,G,33,104522.0,71.65,80.0,1505.0,51.84,65.0,182.33,186.0,791.61,796.0,29.05,36.0,437.98,344.0,328.45,400.0,68.76,845.0,183.0,70.0,24.22,21.78,25.65,22.0,28.0,30.0,407.0,2.0,1.0
181,8459579,Patrick Lalime,BUF,G,16,50129.0,40.74,40.0,764.0,29.9,27.0,96.88,92.0,432.17,432.0,13.87,8.0,241.48,200.0,178.91,229.0,38.81,442.0,118.0,42.0,13.24,14.24,13.27,14.0,15.0,11.0,162.0,2.0,1.0
186,8460705,Evgeni Nabokov,S.J,G,71,250448.0,190.31,170.0,3932.0,148.8,166.0,484.07,544.0,2149.76,2168.0,69.96,63.0,1199.56,952.0,901.36,1145.0,183.86,2319.0,538.0,172.0,67.58,65.66,57.09,50.0,54.0,66.0,903.0,6.0,3.0
191,8471695,Tuukka Rask,BOS,G,45,153431.0,100.21,84.0,2121.0,77.17,67.0,270.71,257.0,1187.85,1221.0,42.59,38.0,646.72,454.0,507.51,754.0,96.4,1244.0,305.0,92.0,33.82,35.97,30.42,25.0,35.0,24.0,480.0,2.0,1.0
196,8464999,Mathieu Garon,CBJ,G,35,106245.0,72.98,83.0,1579.0,59.53,65.0,193.75,149.0,860.21,858.0,25.0,31.0,490.95,422.0,362.59,464.0,70.47,915.0,242.0,51.0,28.15,28.47,16.36,28.0,39.0,16.0,371.0,2.0,1.0
201,8468038,Michael Leighton,PHI,G,34,105565.0,83.85,85.0,1735.0,62.08,69.0,205.42,196.0,913.93,899.0,28.52,27.0,503.26,399.0,384.55,486.0,80.79,929.0,257.0,83.0,26.78,31.09,25.98,24.0,36.0,25.0,466.0,0.0,0.0
206,8474202,John Curry,PIT,G,1,1469.0,1.41,5.0,24.0,0.9,0.0,2.39,3.0,12.03,14.0,0.27,0.0,6.89,5.0,5.04,3.0,1.41,13.0,2.0,2.0,0.58,0.25,0.58,2.0,1.0,2.0,7.0,0.0,0.0
211,8455710,Martin Brodeur,N.J,G,77,267541.0,171.19,168.0,3509.0,125.97,119.0,434.97,352.0,1929.97,2004.0,67.96,63.0,1041.81,771.0,819.23,1208.0,164.74,1987.0,503.0,165.0,57.65,59.35,54.19,63.0,50.0,55.0,854.0,6.0,3.0
216,8471679,Carey Price,MTL,G,41,140014.0,107.59,109.0,2378.0,80.58,74.0,273.26,314.0,1192.51,1244.0,33.35,23.0,660.24,545.0,513.34,642.0,103.97,1328.0,294.0,98.0,38.88,35.55,33.15,39.0,32.0,38.0,658.0,8.0,4.0
221,8458568,Chris Osgood,DET,G,23,75122.0,51.67,63.0,1022.0,37.9,30.0,123.66,116.0,565.98,561.0,21.73,26.0,313.93,261.0,238.95,292.0,50.14,574.0,166.0,44.0,17.06,19.8,14.8,25.0,19.0,19.0,238.0,0.0,0.0
226,8468685,Henrik Lundqvist,NYR,G,73,251029.0,198.62,167.0,3976.0,142.81,142.0,470.7,471.0,2116.45,2109.0,65.49,64.0,1189.34,973.0,897.28,1135.0,187.95,2230.0,539.0,200.0,63.61,65.21,69.79,61.0,53.0,53.0,1007.0,0.0,0.0
231,8468524,Ilya Bryzgalov,ARI,G,69,241389.0,162.89,156.0,3588.0,135.0,120.0,436.34,396.0,1944.66,1961.0,65.22,41.0,1123.27,968.0,835.53,1111.0,157.58,2175.0,507.0,121.0,63.41,58.56,40.92,56.0,58.0,42.0,785.0,4.0,2.0
236,8471734,Jonathan Quick,L.A,G,72,253107.0,182.73,180.0,3637.0,136.49,151.0,443.34,415.0,1987.06,1928.0,62.84,41.0,1099.98,931.0,823.94,1065.0,176.54,2106.0,532.0,152.0,62.56,65.11,55.06,63.0,60.0,57.0,847.0,2.0,1.0
241,8470645,Corey Crawford,CHI,G,1,3553.0,2.64,3.0,57.0,2.31,1.0,7.09,6.0,32.07,35.0,1.39,1.0,18.23,20.0,12.77,14.0,2.58,32.0,11.0,1.0,1.0,1.23,0.41,1.0,2.0,0.0,13.0,0.0,0.0
246,8474682,Dustin Tokarski,T.B,G,2,2661.0,1.65,3.0,35.0,1.21,3.0,3.98,5.0,16.87,16.0,0.92,1.0,8.91,2.0,6.7,10.0,1.57,16.0,4.0,3.0,0.44,0.48,0.73,1.0,0.0,2.0,12.0,0.0,0.0
251,8459308,Manny Legace,CAR,G,28,88022.0,69.35,69.0,1473.0,53.91,63.0,177.09,149.0,787.45,745.0,24.6,24.0,428.57,363.0,339.93,427.0,67.27,827.0,211.0,57.0,23.82,25.61,19.93,23.0,29.0,17.0,378.0,0.0,0.0
256,8465161,Steve Valiquette,NYR,G,6,18289.0,13.74,19.0,271.0,9.69,11.0,30.91,18.0,135.26,128.0,5.42,9.0,75.51,64.0,53.46,72.0,13.34,132.0,40.0,16.0,3.56,4.86,5.32,10.0,6.0,3.0,83.0,0.0,0.0
261,8466339,Scott Clemmensen,FLA,G,23,72921.0,58.23,59.0,1276.0,45.28,31.0,144.97,138.0,658.59,668.0,16.69,17.0,370.55,319.0,279.0,353.0,55.48,684.0,192.0,43.0,22.28,22.9,13.06,24.0,25.0,10.0,357.0,0.0,0.0
266,8470800,Mike Brodeur,OTT,G,3,10793.0,6.35,3.0,177.0,6.04,4.0,21.05,24.0,86.25,87.0,2.65,4.0,50.41,51.0,35.23,38.0,6.14,94.0,24.0,4.0,2.43,2.88,1.03,1.0,2.0,0.0,55.0,0.0,0.0
271,8462047,Martin Biron,NYI,G,29,96847.0,81.37,89.0,1591.0,57.67,51.0,184.81,206.0,828.66,859.0,24.38,24.0,464.94,369.0,359.36,426.0,77.07,873.0,219.0,83.0,25.35,26.27,29.75,32.0,28.0,29.0,416.0,2.0,1.0
276,8470584,Wade Dubielewicz,MIN,G,3,6031.0,2.87,5.0,66.0,2.25,0.0,8.12,12.0,36.29,34.0,1.73,1.0,20.02,15.0,16.6,19.0,2.83,41.0,8.0,2.0,1.39,1.0,0.48,3.0,2.0,0.0,15.0,0.0,0.0
281,8474708,Alexander Pechurskiy,PIT,G,1,2131.0,1.02,1.0,30.0,1.13,0.0,3.6,9.0,15.51,13.0,0.43,0.0,10.83,5.0,6.89,8.0,1.02,22.0,2.0,0.0,0.83,0.19,0.0,1.0,0.0,0.0,6.0,0.0,0.0
286,8468540,Dan Ellis,NSH,G,31,102879.0,75.44,77.0,1521.0,58.54,49.0,187.6,154.0,840.87,848.0,26.72,24.0,469.17,391.0,345.63,454.0,73.15,863.0,230.0,70.0,25.08,27.75,22.6,21.0,31.0,25.0,358.0,4.0,2.0
291,8460704,Johan Hedberg,ATL,G,47,157917.0,122.29,115.0,2323.0,88.7,103.0,286.06,298.0,1291.63,1356.0,38.92,32.0,714.68,565.0,544.36,682.0,118.13,1324.0,361.0,113.0,39.35,43.12,39.81,33.0,44.0,38.0,525.0,6.0,3.0
296,8462147,Miikka Kiprusoff,CGY,G,73,254120.0,169.99,163.0,3786.0,136.44,142.0,459.44,442.0,2011.34,2035.0,63.09,54.0,1138.05,929.0,854.83,1119.0,162.92,2244.0,480.0,141.0,63.52,57.57,48.91,52.0,56.0,55.0,921.0,4.0,2.0
301,8468481,Rick DiPietro,NYI,G,7,23880.0,12.37,16.0,374.0,11.47,10.0,40.16,36.0,177.63,173.0,7.41,5.0,101.18,71.0,82.99,110.0,12.01,208.0,38.0,8.0,5.74,4.57,2.06,9.0,4.0,3.0,120.0,2.0,1.0
306,8462152,Chris Mason,STL,G,61,209529.0,158.82,148.0,3150.0,119.85,119.0,391.65,341.0,1739.68,1700.0,54.27,57.0,962.2,837.0,714.05,909.0,151.66,1801.0,448.0,153.0,51.37,53.95,53.49,46.0,59.0,43.0,748.0,0.0,0.0
311,8473575,Semyon Varlamov,WSH,G,26,91646.0,66.23,65.0,1374.0,50.27,47.0,163.21,144.0,734.87,718.0,25.85,28.0,408.6,353.0,309.8,392.0,64.1,749.0,216.0,57.0,23.07,25.65,17.51,34.0,15.0,16.0,352.0,0.0,0.0
316,8467950,Craig Anderson,COL,G,71,254121.0,189.31,186.0,4115.0,150.19,162.0,493.57,493.0,2180.17,2233.0,60.09,63.0,1223.49,944.0,930.5,1211.0,181.77,2367.0,520.0,172.0,66.48,63.67,59.17,63.0,60.0,63.0,1056.0,16.0,8.0
321,8471306,Thomas Greiss,S.J,G,15,43455.0,35.3,33.0,657.0,25.49,28.0,79.57,99.0,363.21,379.0,13.65,10.0,204.23,134.0,151.58,205.0,33.42,362.0,114.0,32.0,10.81,13.65,10.84,9.0,16.0,8.0,149.0,2.0,1.0
326,8462044,Jean-Sebastien Giguere,TOR,G,35,121420.0,98.8,96.0,1915.0,74.82,73.0,236.79,201.0,1067.26,1031.0,31.86,30.0,599.31,498.0,442.53,585.0,93.64,1086.0,324.0,77.0,33.94,38.67,26.2,41.0,34.0,21.0,428.0,2.0,1.0
331,8470594,Marc-Andre Fleury,PIT,G,66,223997.0,156.4,166.0,3396.0,125.59,134.0,406.49,351.0,1812.22,1743.0,62.91,81.0,1002.87,812.0,759.23,962.0,151.03,1901.0,472.0,136.0,53.86,56.68,45.86,64.0,50.0,52.0,887.0,10.0,5.0
336,8469514,Peter Budaj,COL,G,15,43657.0,32.47,32.0,715.0,26.59,40.0,88.67,83.0,392.47,386.0,10.31,11.0,216.61,156.0,167.95,212.0,31.37,430.0,85.0,30.0,13.11,10.03,9.33,10.0,10.0,12.0,170.0,0.0,0.0
341,8470657,Jimmy Howard,DET,G,63,224118.0,150.69,141.0,3134.0,113.57,90.0,390.39,443.0,1734.63,1849.0,65.94,96.0,962.29,802.0,742.13,915.0,145.6,1886.0,456.0,117.0,55.54,53.89,41.26,45.0,43.0,53.0,675.0,0.0,0.0
346,8471469,Pekka Rinne,NSH,G,58,194741.0,132.15,137.0,2727.0,102.87,95.0,338.97,411.0,1510.06,1541.0,52.7,39.0,833.69,641.0,626.07,747.0,127.45,1589.0,370.0,122.0,44.15,46.23,41.76,30.0,59.0,48.0,646.0,2.0,1.0
351,8467453,Andrew Raycroft,VAN,G,21,57725.0,36.4,39.0,792.0,28.41,25.0,91.79,104.0,412.13,438.0,14.62,17.0,232.85,203.0,173.73,239.0,35.5,486.0,120.0,19.0,17.21,14.19,4.99,19.0,13.0,7.0,167.0,4.0,2.0
356,8460703,Tim Thomas,BOS,G,43,146512.0,90.26,104.0,2080.0,74.95,74.0,266.21,291.0,1155.71,1221.0,38.27,36.0,627.12,446.0,495.07,653.0,87.69,1234.0,279.0,77.0,32.76,33.53,23.97,33.0,41.0,30.0,490.0,8.0,4.0
361,8473972,Jonas Hiller,ANA,G,59,199064.0,171.31,152.0,3201.0,121.82,140.0,389.85,392.0,1764.36,1860.0,48.9,39.0,999.28,846.0,734.1,995.0,159.84,1956.0,461.0,155.0,60.89,55.76,54.65,54.0,48.0,50.0,629.0,0.0,0.0
366,8475130,Alexander Salak,FLA,G,2,3995.0,4.56,6.0,76.0,3.35,1.0,7.38,7.0,40.44,40.0,0.97,0.0,23.51,18.0,16.94,22.0,4.4,33.0,23.0,1.0,1.33,2.98,0.25,3.0,3.0,0.0,19.0,0.0,0.0
371,8473541,Jonathan Bernier,L.A,G,3,10800.0,8.63,4.0,191.0,7.25,5.0,22.3,27.0,102.85,94.0,2.73,3.0,59.83,51.0,44.82,55.0,8.39,108.0,32.0,6.0,3.15,3.59,1.89,2.0,1.0,1.0,45.0,0.0,0.0
376,8471418,Anton Khudobin,MIN,G,2,4167.0,2.55,1.0,78.0,3.32,5.0,9.62,8.0,43.92,48.0,1.17,2.0,24.45,23.0,19.72,24.0,2.53,50.0,10.0,1.0,1.28,1.05,0.23,0.0,0.0,1.0,17.0,0.0,0.0
381,8473434,Chad Johnson,NYR,G,5,16843.0,11.41,11.0,242.0,9.8,9.0,28.43,27.0,130.55,135.0,4.01,1.0,74.64,65.0,53.59,67.0,11.07,140.0,34.0,8.0,4.54,3.99,2.88,5.0,4.0,2.0,60.0,0.0,0.0
386,8470820,Matt Zaba,NYR,G,1,2023.0,1.5,2.0,27.0,1.17,0.0,3.44,4.0,15.54,16.0,0.54,0.0,8.41,7.0,5.95,7.0,1.44,13.0,6.0,2.0,0.34,0.71,0.45,0.0,1.0,1.0,6.0,0.0,0.0
391,8467391,Jason LaBarbera,ARI,G,17,55673.0,35.1,33.0,809.0,30.93,27.0,101.35,95.0,449.15,459.0,12.95,4.0,253.62,191.0,191.98,268.0,33.76,503.0,96.0,28.0,14.32,12.12,8.65,12.0,14.0,7.0,182.0,0.0,0.0
396,8473404,Niklas Backstrom,MIN,G,60,208163.0,129.6,158.0,3040.0,108.23,88.0,376.22,329.0,1642.28,1632.0,51.22,30.0,917.77,749.0,703.65,936.0,125.88,1817.0,365.0,106.0,49.72,43.7,36.18,58.0,54.0,46.0,752.0,4.0,2.0
401,8474550,Antti Niemi,CHI,G,39,131155.0,85.17,82.0,1728.0,63.62,69.0,203.54,205.0,917.39,936.0,36.61,42.0,497.1,376.0,374.0,497.0,82.19,926.0,252.0,80.0,27.57,30.89,26.72,22.0,34.0,26.0,470.0,0.0,0.0
406,8470074,Jeff Deslauriers,EDM,G,48,167856.0,144.97,152.0,2919.0,109.07,109.0,353.67,381.0,1577.97,1529.0,42.21,51.0,879.48,740.0,654.68,766.0,137.84,1624.0,441.0,128.0,48.58,53.17,43.22,52.0,56.0,44.0,726.0,8.0,4.0
411,8460806,Dwayne Roloson,NYI,G,50,172638.0,144.06,145.0,2995.0,110.19,104.0,341.25,408.0,1538.87,1555.0,47.44,43.0,860.87,711.0,654.27,741.0,138.42,1561.0,473.0,127.0,46.4,55.71,41.96,50.0,51.0,44.0,834.0,14.0,7.0
1,8470140,Kari Lehtonen,DAL,G,69,245351.0,173.43,175.0,3859.0,140.28,136.0,465.27,463.0,2056.84,2043.0,62.3,40.0,1155.44,956.0,863.88,1076.0,165.52,2240.0,463.0,162.0,61.65,56.88,54.9,64.0,54.0,57.0,994.0,6.0,3.0
6,8470147,Curtis McElhinney,OTT,G,28,83692.0,68.22,74.0,1431.0,54.49,61.0,165.3,136.0,742.85,721.0,18.84,13.0,424.25,342.0,306.2,413.0,65.61,754.0,230.0,59.0,23.8,27.06,17.36,18.0,33.0,23.0,388.0,0.0,0.0
11,8473614,Richard Bachman,DAL,G,1,575.0,0.52,0.0,8.0,0.43,0.0,0.85,1.0,4.43,4.0,0.07,0.0,2.72,4.0,1.36,1.0,0.48,4.0,2.0,0.0,0.18,0.34,0.0,0.0,0.0,0.0,2.0,0.0,0.0
16,8462152,Chris Mason,ATL,G,33,100901.0,80.2,95.0,1629.0,59.53,62.0,193.98,203.0,856.81,882.0,28.89,18.0,473.58,386.0,351.31,416.0,76.66,865.0,244.0,77.0,25.41,30.04,24.75,28.0,33.0,34.0,443.0,4.0,2.0
21,8471695,Tuukka Rask,BOS,G,29,95663.0,73.44,71.0,1517.0,56.36,44.0,190.99,200.0,842.8,866.0,26.58,27.0,461.13,349.0,364.52,485.0,70.45,893.0,217.0,64.0,26.09,25.65,21.7,25.0,28.0,18.0,343.0,2.0,1.0
26,8473404,Niklas Backstrom,MIN,G,51,178653.0,137.94,132.0,2849.0,107.8,112.0,353.56,412.0,1562.03,1566.0,39.76,34.0,869.5,668.0,648.69,790.0,133.77,1634.0,402.0,131.0,44.45,48.74,44.76,43.0,39.0,50.0,682.0,2.0,1.0
31,8455710,Martin Brodeur,N.J,G,56,186966.0,108.24,127.0,2286.0,83.48,85.0,287.45,221.0,1269.51,1313.0,47.73,34.0,695.88,509.0,546.44,789.0,103.8,1334.0,338.0,91.0,36.83,40.23,31.18,35.0,60.0,32.0,523.0,2.0,1.0
36,8475215,Robin Lehner,OTT,G,8,20452.0,15.32,20.0,322.0,12.4,11.0,39.09,37.0,174.08,178.0,5.0,7.0,99.56,80.0,70.94,91.0,14.61,180.0,49.0,14.0,5.22,6.03,4.08,7.0,5.0,8.0,79.0,2.0,1.0
41,8475361,Jonas Gustavsson,TOR,G,23,74527.0,55.94,68.0,1202.0,43.39,26.0,139.77,114.0,634.94,620.0,17.82,8.0,347.31,311.0,268.71,331.0,53.3,635.0,196.0,44.0,18.9,23.52,13.51,20.0,33.0,15.0,327.0,0.0,0.0
46,8467950,Craig Anderson,OTT,G,51,171907.0,128.73,135.0,2803.0,103.41,119.0,340.26,343.0,1503.1,1546.0,41.96,38.0,845.76,661.0,626.74,800.0,125.08,1638.0,342.0,113.0,46.96,41.59,40.18,36.0,47.0,52.0,710.0,4.0,2.0
51,8460535,Jose Theodore,MIN,G,32,107574.0,83.02,81.0,1729.0,67.44,63.0,215.99,178.0,955.45,963.0,25.43,24.0,541.75,430.0,395.99,543.0,79.72,1010.0,262.0,63.0,30.48,31.95,20.6,25.0,37.0,19.0,394.0,2.0,1.0
56,8470320,Cam Ward,CAR,G,74,255455.0,209.88,184.0,4450.0,168.82,191.0,555.09,505.0,2458.88,2375.0,70.08,66.0,1344.56,1104.0,1030.48,1324.0,202.35,2581.0,634.0,176.0,75.81,76.27,57.8,57.0,67.0,60.0,1059.0,0.0,0.0
61,8471251,Justin Peters,CAR,G,12,38897.0,32.3,43.0,608.0,25.02,21.0,76.02,88.0,345.78,343.0,10.74,11.0,189.08,141.0,141.36,174.0,31.37,340.0,109.0,26.0,10.95,13.67,7.69,8.0,23.0,12.0,133.0,4.0,2.0
66,8459579,Patrick Lalime,BUF,G,7,21925.0,15.64,18.0,307.0,12.47,9.0,38.47,35.0,174.72,163.0,6.67,4.0,98.78,77.0,75.02,103.0,15.03,182.0,50.0,14.0,5.61,6.04,3.99,6.0,6.0,6.0,61.0,0.0,0.0
71,8467913,Alex Auld,MTL,G,16,44915.0,36.54,33.0,745.0,28.83,30.0,91.19,67.0,399.87,383.0,12.29,12.0,220.55,197.0,159.03,213.0,35.36,393.0,122.0,34.0,11.25,15.16,10.13,11.0,12.0,10.0,196.0,2.0,1.0
76,8474550,Antti Niemi,S.J,G,60,211434.0,137.68,140.0,3249.0,116.88,116.0,393.33,459.0,1707.46,1741.0,63.89,61.0,959.05,722.0,723.57,894.0,132.42,1876.0,397.0,113.0,51.14,48.43,38.09,57.0,37.0,46.0,863.0,2.0,1.0
81,8468011,Ryan Miller,BUF,G,66,229758.0,169.84,165.0,3642.0,131.85,118.0,436.23,420.0,1921.69,1964.0,62.29,62.0,1081.76,870.0,824.86,1078.0,162.93,2080.0,474.0,154.0,61.53,56.82,51.49,52.0,67.0,46.0,934.0,6.0,3.0
86,8468685,Henrik Lundqvist,NYR,G,68,238000.0,162.42,152.0,3750.0,130.86,119.0,437.13,403.0,1927.81,1965.0,61.54,73.0,1089.43,919.0,810.79,1031.0,156.7,2095.0,451.0,147.0,58.42,55.5,48.5,52.0,47.0,53.0,1057.0,6.0,3.0
91,8473523,Jhonas Enroth,BUF,G,14,46164.0,32.7,35.0,719.0,26.15,18.0,88.73,84.0,391.85,377.0,12.28,10.0,222.85,191.0,165.87,209.0,31.42,402.0,120.0,27.0,10.67,14.16,7.86,10.0,15.0,10.0,170.0,0.0,0.0
96,8470800,Mike Brodeur,OTT,G,4,5809.0,4.5,7.0,86.0,2.84,3.0,9.46,8.0,42.8,42.0,1.35,0.0,23.5,23.0,21.27,21.0,4.46,45.0,13.0,5.0,1.25,1.46,1.79,2.0,3.0,2.0,23.0,0.0,0.0
101,8473607,Michal Neuvirth,WSH,G,48,158669.0,109.94,110.0,2462.0,88.58,79.0,288.94,395.0,1273.88,1283.0,42.49,39.0,708.41,521.0,529.13,628.0,106.35,1316.0,368.0,87.0,36.16,44.06,29.73,41.0,38.0,31.0,691.0,0.0,0.0
